ชื่อเครื่องมือ,Serial No.,"
Old_Code
",User,Project/Location,Status,วันที่เครื่องมือถูกเบิก,วันครบกำหนดส่งคืน,จำนวนวันที่เบิกไปแล้ว,สถานะการใช้งาน,สถานะการตรวจสอบ/ซ่อม,สถานะ (พร้อมใช้งาน ≥30 วัน)
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0002,S/N 1250,,สำนักงานขาย HAUS 5,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0003,S/N 1473,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0004,S/N 1474,,คลังสินค้าและบริการ,เสียหาย,,,,,,
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0005,S/N 1475,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0006,S/N 1476,,ผู้บริหาร,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0007,S/N 1477,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0008,S/N 31161,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0009,S/N 31162,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0010,S/N 31163,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0011,S/N 31164,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องดูดน้ำ-ดูดฝุ่น ขนาด 1050 วัตต์,E.MJ.CON.010.070.022.0012,S/N 31165,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
รถขุด,E.MJ.CON.010.080.001.0001,TTS2110030003,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0001,TTS2100010001,,Canopy by Hilton ฺBangkok Sukhumvit (CBH SKV12),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0002,TTS2100010002,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0003,TTS2100010003,,สำนักงานขาย HAUS 5,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0004,TTS2100010004,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0005,TTS2100010005,,Artale Asoke Rama9,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0006,S/N 23032360034,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0007,S/N 23032360242,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0008,S/N 23032360325,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0009,S/N 23032360393,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตบดิน,E.MJ.CON.010.080.002.0010,S/N 23032360398,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องตบดิน,E.MJ.CON.010.080.002.0011,S/N 23032360400,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0001,TTS415140001,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0002,TTS415140002,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0003,TTS415140003,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0005,TTS415140005,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0006,TTS415140006,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0007,TTS415140007,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0008,TTS415140008,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0009,TTS415140009,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0010,TTS415140010,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0011,TTS415140011,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0013,TTS415140013,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0014,TTS415140014,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0015,TTS415140015,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0017,TTS415140017,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0018,TTS415140018,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0019,TTS415140019,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0022,TTS415140022,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0023,TTS415140023,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0024,TTS415140024,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0025,TTS415140025,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0026,TTS415140026,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0027,TTS415140027,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0028,TTS415140028,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0029,TTS415140029,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0030,TTS415140030,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0031,TTS415140031,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0033,TTS415140033,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0039,TTS415140039,,คลังสินค้าและบริการ,กำลังตรวจสอบ / ซ่อม,,,,,,
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0040,TTS415140040,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0045,TTS415140045,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0046,TTS415140046,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องยนต์ Honda,E.MJ.CON.010.XXX.001.0047,TTS415140047,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตัดหญ้า,E.MJ.CON.010.XXX.002.0001,E.MJ.CON.010.XXX.002.0001,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตัดหญ้า,E.MJ.CON.010.XXX.002.0002,E.MJ.CON.010.XXX.002.0002,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องตัดหญ้า,E.MJ.CON.010.XXX.002.0003,E.MJ.CON.010.XXX.002.0003,,คลังสินค้าและบริการ,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องเชื่อมไฟฟ้าอินเวอร์เตอร์ ขนาด 200 แอมป์,E.MJ.CON.020.010.001.0002,TTS415260037,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
เครื่องเชื่อมไฟฟ้าอินเวอร์เตอร์ ขนาด 200 แอมป์,E.MJ.CON.020.010.001.0003,TTS415260075,,บ้านพักคนงาน ศรีนครินทร์,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
